iter	Passed	Remaining
982	43998	403594
983	44030	403429
984	44066	403305
985	44098	403150
986	44131	402994
987	44168	402880
988	44198	402704
989	44228	402519
990	44265	402408
991	44296	402243
992	44328	402079
993	44362	401937
994	44393	401775
995	44420	401565
996	44440	401305
997	44461	401046
998	44487	400833
999	44517	400657
1000	44544	400458
1001	44567	400221
1002	44593	400009
1003	44625	399854
1004	44661	399729
1005	44693	399575
1006	44725	399421
1007	44769	399368
1008	44814	399337
1009	44849	399208
1010	44880	399040
1011	44916	398922
1012	44946	398747
1013	44976	398576
1014	45013	398467
1015	45046	398328
1016	45073	398127
1017	45115	398060
1018	45145	397889
1019	45191	397865
1020	45231	397775
1021	45265	397647
1022	45299	397509
1023	45322	397277
1024	45346	397060
1025	45371	396846
1026	45394	396614
1027	45417	396390
1028	45448	396232
1029	45481	396085
1030	45511	395916
1031	45537	395718
1032	45571	395582
1033	45603	395438
1034	45673	395615
1035	45706	395474
1036	45749	395420
1037	45784	395297
1038	45828	395250
1039	45868	395174
1040	45905	395072
1041	45946	394998
1042	45978	394852
1043	46020	394791
1044	46155	395522
1045	46187	395371
1046	46214	395188
1047	46244	395020
1048	46294	395023
1049	46329	394905
1050	46362	394765
1051	46385	394544
1052	46410	394331
1053	46433	394112
1054	46462	393940
1055	46486	393726
1056	46562	393952
1057	46600	393860
1058	46681	394122
1059	46707	393925
1060	46727	393681
1061	46760	393549
1062	46791	393395
1063	46821	393226
1064	46857	393115
1065	46990	393820
1066	47023	393681
1067	47062	393594
1068	47110	393582
1069	47140	393428
1070	47164	393214
1071	47189	393015
1072	47215	392814
1073	47246	392668
1074	47281	392544
1075	47307	392350
1076	47347	392277
1077	47384	392175
1078	47430	392146
1079	47480	392156
1080	47529	392154
1081	47563	392022
1082	47591	391848
1083	47620	391683
1084	47680	391773
1085	47713	391637
1086	47744	391490
1087	47766	391267
1088	47792	391075
1089	47823	390924
1090	47854	390778
1091	47880	390586
1092	47905	390389
1093	47953	390375
1094	47992	390296
1095	48022	390141
1096	48044	389915
1097	48065	389687
1098	48088	389475
1099	48113	389283
1100	48135	389066
1101	48169	388940
1102	48195	388756
1103	48215	388522
1104	48240	388326
1105	48264	388126
1106	48297	387991
1107	48323	387810
1108	48364	387742
1109	48430	387876
1110	48457	387703
1111	48483	387519
1112	48537	387562
1113	48568	387414
1114	48593	387220
1115	48630	387125
1116	48659	386964
1117	48701	386914
1118	48744	386865
1119	48777	386737
1120	48797	386506
1121	48821	386310
1122	48854	386179
1123	48893	386101
1124	48956	386209
1125	48985	386053
1126	49060	386260
1127	49104	386216
1128	49147	386170
1129	49173	385991
1130	49203	385841
1131	49245	385782
1132	49290	385752
1133	49351	385847
1134	49396	385811
1135	49461	385941
1136	49512	385951
1137	49628	386474
1138	49764	387146
1139	49815	387162
1140	49849	387044
1141	49882	386913
1142	49920	386827
1143	50010	387141
1144	50071	387230
1145	50115	387193
1146	50150	387079
1147	50214	387190
1148	50291	387403
1149	50344	387429
1150	50396	387452
1151	50451	387495
1152	50495	387452
1153	50603	387899
1154	50649	387873
1155	50687	387782
1156	50720	387657
1157	50756	387557
1158	50830	387742
1159	50901	387902
1160	50947	387873
1161	51000	387904
1162	51045	387868
1163	51085	387795
1164	51148	387897
1165	51183	387782
1166	51247	387891
1167	51327	388118
1168	51378	388127
1169	51452	388310
1170	51498	388283
1171	51533	388174
1172	51582	388162
1173	51621	388082
1174	51658	387990
1175	51705	387968
1176	51770	388082
1177	51802	387943
1178	51836	387827
1179	51869	387699
1180	51909	387629
1181	51958	387622
1182	51985	387453
1183	52013	387287
1184	52046	387166
1185	52081	387054
1186	52102	386838
1187	52128	386660
1188	52157	386510
1189	52196	386429
1190	52231	386316
1191	52280	386312
1192	52309	386158
1193	52338	386008
1194	52365	385840
1195	52393	385676
1196	52427	385563
1197	52465	385476
1198	52497	385349
1199	52521	385155
1200	52543	384951
1201	52566	384756
1202	52587	384547
1203	52610	384351
1204	52641	384214
1205	52716	384401
1206	52753	384306
1207	52797	384264
1208	52842	384231
1209	52874	384106
1210	52908	383991
1211	52939	383853
1212	52971	383726
1213	53011	383657
1214	53042	383522
1215	53066	383334
1216	53090	383149
1217	53137	383132
1218	53173	383033
1219	53214	382970
1220	53239	382794
1221	53267	382633
1222	53305	382550
1223	53340	382450
1224	53401	382531
1225	53572	383393
1226	53599	383234
1227	53623	383052
1228	53645	382852
1229	53669	382667
1230	53695	382499
1231	53762	382620
1232	53808	382591
1233	53839	382459
1234	53866	382301
1235	53886	382085
1236	53908	381891
1237	53955	381870
1238	54001	381849
1239	54054	381872
1240	54099	381832
1241	54141	381780
1242	54184	381729
1243	54266	381958
1244	54327	382039
1245	54379	382052
1246	54444	382162
1247	54481	382065
1248	54593	382507
1249	54692	382850
1250	54765	383007
1251	54830	383109
1252	54943	383553
1253	55002	383611
1254	55036	383500
1255	55079	383453
1256	55149	383592
1257	55204	383623
1258	55262	383680
1259	55312	383672
1260	55363	383681
1261	55404	383615
1262	55447	383563
1263	55507	383632
1264	55629	384126
1265	55669	384060
1266	55731	384139
1267	55774	384085
1268	55822	384072
1269	56039	385217
1270	56146	385606
1271	56221	385768
1272	56247	385601
1273	56272	385427
1274	56312	385351
1275	56350	385269
1276	56382	385138
1277	56421	385057
1278	56450	384916
1279	56487	384818
1280	56519	384696
1281	56553	384579
1282	56592	384501
1283	56640	384485
1284	56681	384422
1285	56704	384234
1286	56727	384046
1287	56747	383839
1288	56806	383895
1289	56842	383794
1290	56874	383670
1291	56927	383686
1292	56961	383576
1293	56992	383444
1294	57024	383317
1295	57044	383111
1296	57069	382941
1297	57091	382753
1298	57118	382590
1299	57158	382520
1300	57214	382556
1301	57241	382402
1302	57277	382301
1303	57310	382187
1304	57339	382046
1305	57371	381921
1306	57402	381787
1307	57441	381711
1308	57474	381597
1309	57504	381459
1310	57531	381306
1311	57562	381177
1312	57596	381064
1313	57638	381009
1314	57667	380871
1315	57696	380726
1316	57724	380575
1317	57744	380376
1318	57767	380197
1319	57786	379993
1320	57806	379792
1321	57829	379608
1322	57858	379470
1323	57886	379322
1324	57940	379347
1325	57972	379227
1326	58000	379078
1327	58044	379040
1328	58082	378954
1329	58109	378805
1330	58141	378685
1331	58182	378619
1332	58214	378505
1333	58242	378357
1334	58279	378271
1335	58310	378142
1336	58346	378055
1337	58393	378031
1338	58425	377910
1339	58466	377851
1340	58516	377849
1341	58659	378445
1342	58699	378379
1343	58752	378391
1344	58795	378346
1345	58898	378686
1346	58976	378858
1347	59149	379644
1348	59180	379520
1349	59212	379400
1350	59251	379322
1351	59314	379405
1352	59353	379326
1353	59402	379313
1354	59445	379268
1355	59557	379657
1356	59612	379683
1357	59648	379587
1358	59683	379487
1359	59721	379407
1360	59819	379707
1361	59924	380047
1362	59979	380072
1363	60015	379979
1364	60062	379954
1365	60133	380080
1366	60213	380267
1367	60260	380242
1368	60306	380207
1369	60445	380759
1370	60480	380662
1371	60524	380613
1372	60594	380737
1373	60639	380697
1374	60673	380587
1375	60711	380505
1376	60747	380410
1377	60773	380254
1378	60799	380096
1379	60853	380112
1380	60909	380143
1381	60950	380081
1382	60987	379990
1383	61024	379904
1384	61068	379859
1385	61097	379719
1386	61126	379581
1387	61159	379472
1388	61186	379322
1389	61225	379245
1390	61255	379113
1391	61288	379003
1392	61315	378854
1393	61344	378713
1394	61381	378628
1395	61425	378588
1396	61461	378493
1397	61526	378574
1398	61555	378440
1399	61587	378323
1400	61617	378193
1401	61668	378191
1402	61707	378115
1403	61739	378000
1404	61767	377861
1405	61797	377727
1406	61827	377601
1407	61857	377470
1408	61884	377325
1409	61906	377145
1410	61928	376970
1411	61949	376786
1412	61972	376616
1413	61999	376467
1414	62023	376305
1415	62057	376200
1416	62099	376145
1417	62143	376106
1418	62171	375964
1419	62206	375864
1420	62239	375757
1421	62267	375617
1422	62298	375496
1423	62331	375392
1424	62361	375262
1425	62389	375122
1426	62413	374964
1427	62457	374918
1428	62497	374853
1429	62529	374741
1430	62578	374728
1431	62617	374655
1432	62644	374511
1433	62670	374364
1434	62694	374203
1435	62720	374052
1436	62742	373879
1437	62764	373704
1438	62833	373814
1439	62875	373761
1440	62932	373794
1441	62962	373668
1442	63012	373666
1443	63043	373544
1444	63077	373444
1445	63119	373391
1446	63287	374081
1447	63316	373953
1448	63362	373921
1449	63391	373792
1450	63415	373629
1451	63449	373529
1452	63484	373436
1453	63522	373357
1454	63565	373312
1455	63598	373205
1456	63626	373068
1457	63646	372884
1458	63671	372731
1459	63692	372556
1460	63715	372393
1461	63779	372469
1462	63822	372422
1463	63867	372388
1464	63895	372253
1465	63916	372075
1466	63939	371914
1467	63965	371764
1468	63993	371635
1469	64027	371531
1470	64052	371383
1471	64083	371265
1472	64126	371220
1473	64166	371157
1474	64193	371016
1475	64224	370903
1476	64270	370874
1477	64299	370745
1478	64329	370620
1479	64383	370638
1480	64413	370517
1481	64447	370421
1482	64479	370309
1483	64521	370258
1484	64561	370193
1485	64604	370150
1486	64640	370064
1487	64669	369935
1488	64697	369803
1489	64720	369644
1490	64740	369470
1491	64767	369333
1492	64787	369152
1493	64816	369031
1494	64853	368951
1495	64897	368909
1496	64935	368837
1497	64970	368744
1498	65002	368636
1499	65034	368526
1500	65066	368419
1501	65100	368323
1502	65124	368173
1503	65153	368047
1504	65186	367948
1505	65210	367795
