iter	MultiClass
189	0.8638901104
190	0.8626410976
191	0.8610798508
192	0.8595335879
193	0.8584074488
194	0.857112226
195	0.8559647468
196	0.8550313872
197	0.8536953078
198	0.8522517826
199	0.8513141529
200	0.8498680809
201	0.8483552332
202	0.847136576
203	0.8458492879
204	0.845267933
205	0.8436061771
206	0.8426595231
207	0.8413955967
208	0.8400764064
209	0.8390112683
210	0.8379430254
211	0.8370003682
212	0.8356124192
213	0.8343989029
214	0.8332828339
215	0.8320590462
216	0.8306230637
217	0.8295847812
218	0.8279253449
219	0.826325348
220	0.8255781439
221	0.8243792423
222	0.8235990906
223	0.8226673011
224	0.8218264137
225	0.8207276635
226	0.8199794426
227	0.818670894
228	0.8172934643
229	0.8166229435
230	0.8156289487
231	0.8147142618
232	0.8138199891
233	0.8130012573
234	0.8114825874
235	0.810432564
236	0.8094096835
237	0.8082263605
238	0.8071911283
239	0.806094366
240	0.8048265829
241	0.8036001037
242	0.8027965286
243	0.8016103141
244	0.8006502585
245	0.7996445575
246	0.7987909028
247	0.7975607536
248	0.7967151472
249	0.7952808892
250	0.7940768227
251	0.792550127
252	0.7915047965
253	0.7908371932
254	0.7904041927
255	0.7894292651
256	0.7884569537
257	0.7875060701
258	0.7863076547
259	0.7852005422
260	0.7839677151
261	0.7829613777
262	0.7818170311
263	0.7811217487
264	0.7803908049
265	0.7793119072
266	0.7788991897
267	0.778092483
268	0.7772662824
269	0.7758722667
270	0.7746552833
271	0.7737105293
272	0.7725476425
273	0.7716954564
274	0.7706478699
275	0.769553123
276	0.7683688483
277	0.7674910728
278	0.7669710325
279	0.7661592566
280	0.7653603486
281	0.7641624729
282	0.7633883897
283	0.7623937032
284	0.7617965993
285	0.7608692233
286	0.75977711
287	0.7590948921
288	0.7578797042
289	0.7569955304
290	0.7562323876
291	0.7554718937
292	0.754658526
293	0.753930507
294	0.7526316065
295	0.7518843419
296	0.7505978463
297	0.7498544685
298	0.7493765167
299	0.7483165292
300	0.7476759816
301	0.746955489
302	0.7460698016
303	0.7449956304
304	0.7443044185
305	0.7433477285
306	0.7427302093
307	0.7419422861
308	0.741102934
309	0.740169397
310	0.7393643638
311	0.7384643255
312	0.7377933462
313	0.7368980437
314	0.736381097
315	0.7354595775
316	0.7347788966
317	0.733856332
318	0.7331259148
319	0.7323521437
320	0.7311178128
321	0.7301257868
322	0.7294156683
323	0.7285382233
324	0.72758721
325	0.7263679518
326	0.7255370748
327	0.7250919137
328	0.7246417295
329	0.7237930186
330	0.7226588488
331	0.7217255978
332	0.7208699326
333	0.7202930515
334	0.7193579761
335	0.7188085016
336	0.7182293306
337	0.7175169142
338	0.716738221
339	0.7161984719
340	0.7154583865
341	0.7144003585
342	0.713965643
343	0.7133654899
344	0.7123297614
345	0.7110785603
346	0.7097014619
347	0.7085887353
348	0.707746588
349	0.7071315945
350	0.7067248661
351	0.7059268661
352	0.7053943642
353	0.7052178512
354	0.7047335673
355	0.7036639403
356	0.7030303038
357	0.7023715821
358	0.7017947348
359	0.7010389999
360	0.70040729
361	0.6993873445
362	0.699032002
363	0.6977244246
364	0.6972008254
365	0.6963443946
366	0.6955636165
367	0.6948977097
368	0.694307679
369	0.6933839333
370	0.6928859346
371	0.692264194
372	0.6917527342
373	0.6910570973
374	0.6903506811
375	0.6896905394
376	0.6888173082
377	0.6883375679
378	0.687593001
379	0.6867404111
380	0.6859412404
381	0.6851144554
382	0.6846061397
383	0.6843714127
384	0.683179456
385	0.682753859
386	0.6822302412
387	0.6813474379
388	0.6804089245
389	0.6797810905
390	0.6789908038
391	0.6782039058
392	0.677596694
393	0.6770737031
394	0.6764340733
395	0.6759041425
396	0.6753350153
397	0.6746417859
398	0.6738508593
399	0.672948755
400	0.6724528117
401	0.6717272697
402	0.6714099648
403	0.6704656566
404	0.6693367429
405	0.6690452013
406	0.6684848157
407	0.6680089838
408	0.6671025561
409	0.6664119504
410	0.6657095528
411	0.6650538916
412	0.6645266277
413	0.6638072053
414	0.6632893777
415	0.6619535109
416	0.6614011546
417	0.660606029
418	0.6599391412
419	0.6594391321
420	0.6589662244
421	0.6585751422
422	0.6578023809
423	0.6573591086
424	0.6562484059
425	0.6552879218
426	0.6544551306
427	0.6537436763
428	0.6531451276
429	0.6526592016
430	0.6521230983
431	0.651175995
432	0.6505791499
433	0.6500211939
434	0.6487537015
435	0.6482963462
436	0.6474487378
437	0.6469141941
438	0.6463952337
439	0.6456625219
440	0.6452783088
441	0.6446402189
442	0.6440569465
443	0.6433548903
444	0.6428450065
445	0.6422298214
446	0.6415832466
447	0.640808099
448	0.6401203703
449	0.6395529767
450	0.6388184171
451	0.6383352581
452	0.6379088663
453	0.6375666997
454	0.6369152192
455	0.6364712756
456	0.6362036972
457	0.6354315026
458	0.6347361143
459	0.634035628
460	0.6334758534
461	0.6328269628
462	0.6323896041
463	0.6317483746
464	0.6311425541
465	0.6307018791
466	0.6298627862
467	0.6292504613
468	0.6287615013
469	0.6280675034
470	0.6275954791
471	0.6268164489
472	0.6260037482
473	0.6253650467
474	0.6248819851
475	0.6241510857
476	0.6234336676
477	0.6230676019
478	0.6226031168
479	0.6220593145
480	0.6215721469
481	0.6210855743
482	0.6203507925
483	0.6195461961
484	0.6189045776
485	0.6181459519
486	0.6175459299
487	0.6168776725
488	0.6161040164
489	0.6156079574
490	0.6149153897
491	0.6144452654
492	0.6138970539
493	0.6131454471
494	0.6123848245
495	0.6115996224
496	0.6111702578
497	0.6106355884
498	0.610089183
499	0.6097146129
500	0.6092437552
501	0.6085129018
502	0.6081450505
503	0.6074881993
504	0.6068221364
505	0.6060802279
506	0.6053529586
507	0.6044067149
508	0.6038725776
509	0.6032352965
510	0.6028014348
511	0.6019075602
512	0.6015729789
513	0.6010674159
514	0.6003244697
515	0.5999247306
516	0.5989297345
517	0.5982414167
518	0.5975879944
519	0.5968873592
520	0.5963096045
521	0.5956928468
522	0.5950102891
523	0.5946846146
524	0.5940716227
525	0.5935082081
526	0.5928929026
527	0.5923735921
528	0.5920426243
529	0.5915855946
530	0.5907424151
531	0.5903788765
532	0.5899572801
533	0.5891589518
534	0.5886061817
535	0.5883903485
536	0.5881177701
537	0.5873863636
538	0.5869297298
539	0.5862742119
540	0.5856729894
541	0.5848728511
542	0.5842417229
543	0.5838953585
544	0.5832050056
545	0.5825432469
546	0.5822030608
547	0.5817735507
548	0.5811203173
549	0.5807642104
550	0.5800388881
551	0.5796635092
552	0.5792925719
553	0.5790530324
554	0.578392374
555	0.57788293
556	0.5771882377
557	0.5766807427
558	0.5762996687
559	0.5758858273
560	0.575262186
561	0.5746304785
562	0.574213639
563	0.5736530951
564	0.5732565794
565	0.5726411272
566	0.5720527907
567	0.571470876
568	0.5709841368
569	0.5703871216
570	0.5699287724
571	0.5694819589
572	0.5691371812
573	0.5686488983
574	0.5679250656
575	0.5674922009
576	0.5669682324
577	0.5663327595
578	0.5658900195
579	0.5654166636
580	0.5647696711
581	0.5644490302
582	0.5639603662
583	0.5636022363
584	0.5633076028
585	0.563040952
586	0.562430442
587	0.5616528399
588	0.5611354599
589	0.5605705556
590	0.5601380893
591	0.5598271557
592	0.5594178168
593	0.558885118
594	0.5585249592
595	0.5581224313
596	0.5575644466
597	0.5569949497
598	0.5565510961
599	0.5561804532
600	0.5557316049
601	0.5551881791
602	0.5546814489
603	0.554219137
604	0.5539873731
605	0.5534820452
606	0.5527415017
607	0.5523811222
608	0.5520658767
609	0.5516837545
610	0.5512970665
611	0.5507870912
612	0.5504530221
613	0.5498480602
614	0.5493379673
615	0.5489815788
616	0.5484459773
617	0.547690411
618	0.5472112121
619	0.5466373851
620	0.5459940265
621	0.5455212679
622	0.545052963
623	0.5447082655
624	0.5444184059
625	0.5441472149
626	0.5440439453
627	0.5437564573
628	0.5430803855
629	0.5425646995
630	0.5422206448
631	0.5417140979
632	0.5412588989
633	0.5406862861
634	0.5405128239
635	0.5401674167
636	0.5395088517
637	0.5390225424
638	0.5386976747
639	0.5382397735
640	0.537802825
641	0.537456776
642	0.5371207931
643	0.5368190061
644	0.5362552472
645	0.5356163378
646	0.5352998951
647	0.5349999244
648	0.5344177759
649	0.5342377355
650	0.5338881704
651	0.5334748089
652	0.5328966373
653	0.5326493893
654	0.5322364396
655	0.5316563505
656	0.531259864
657	0.5308709771
658	0.5302906856
659	0.5301147319
660	0.5295835998
661	0.5293309479
662	0.5286926244
663	0.5283248174
664	0.5280809275
665	0.5277306119
666	0.5273422462
667	0.5268847915
668	0.5262543931
669	0.5259662338
670	0.5255901422
671	0.5251828495
672	0.5249017682
673	0.524146017
674	0.523740593
675	0.523178559
676	0.5230087426
677	0.5224861911
678	0.5221456643
679	0.5216875452
680	0.5212228173
681	0.5210038096
682	0.5204333893
683	0.519832093
684	0.5195677105
685	0.5192736465
686	0.5190330836
687	0.5186152054
688	0.5181113927
689	0.5177848821
690	0.5174160574
691	0.5169221544
692	0.5165011047
693	0.5159843977
694	0.5155070778
695	0.5151186574
696	0.5148202971
697	0.5142339964
698	0.5139407461
699	0.5135241599
700	0.5130901713
701	0.5127358367
702	0.5124503329
703	0.5119696544
704	0.5114429648
705	0.5112263201
706	0.5108777023
707	0.510672456
708	0.5100370608
709	0.5096846017
710	0.5095000634
711	0.5087682295
712	0.5084340203
713	0.5081915152
714	0.5076533405
715	0.5070913864
716	0.5066298643
717	0.5061848965
718	0.505788681
719	0.5055301495
720	0.5050420474
721	0.5047082888
722	0.5042392195
723	0.5039266769
724	0.5034648907
725	0.5029766754
726	0.5025776021
727	0.5020537611
728	0.5014934197
729	0.5011882988
730	0.5006765395
731	0.5004320942
732	0.5000561023
733	0.4996368349
734	0.4990150129
735	0.4987645508
736	0.4984289888
737	0.4980955766
738	0.4978502087
739	0.4975553369
740	0.4971288849
741	0.496794515
742	0.4964077353
743	0.4958051314
744	0.4956385703
745	0.4950995776
746	0.494710532
747	0.4940444669
748	0.49358938
749	0.4930563387
750	0.4926930771
751	0.4922982692
752	0.491966233
753	0.4917111179
754	0.4913385814
755	0.4910886573
756	0.4907049925
757	0.4903972727
758	0.4899059046
759	0.4894155159
760	0.4892124417
761	0.4889106928
762	0.4886213429
763	0.4882775459
764	0.4880455519
765	0.4877699652
766	0.4874408648
767	0.4869909457
768	0.4866157821
769	0.4864507442
770	0.4860456598
771	0.4854475258
772	0.485166328
773	0.4848689232
774	0.4843964924
775	0.4839031259
776	0.4836349311
777	0.4832229079
778	0.4829521408
779	0.4827122495
780	0.4823049877
781	0.4819187794
782	0.481554586
783	0.481119201
784	0.4809111413
785	0.4807814688
786	0.4803525228
787	0.4801895358
788	0.4800403771
789	0.4796648598
790	0.4793088743
791	0.4790916288
792	0.478481516
793	0.4782437201
794	0.4780161859
795	0.4777669829
796	0.4772834897
797	0.476954919
798	0.4764653039
799	0.4762302232
800	0.4758632179
801	0.4754850516
802	0.4750262649
803	0.4744895327
804	0.4740601674
805	0.4738457925
806	0.4734821077
807	0.4729801074
808	0.4726160329
809	0.4724050022
810	0.4718749552
811	0.4715319355
812	0.4711734311
813	0.4709381196
814	0.4706426444
815	0.4703156905
816	0.47011394
817	0.4697015244
818	0.4694071949
819	0.4691671423
820	0.4687272699
821	0.4684511434
822	0.4679948397
823	0.4674553106
824	0.4672740215
825	0.4670475886
826	0.4665934764
827	0.4664357629
828	0.4659914257
829	0.4656183256
830	0.4654763052
831	0.4649832044
832	0.4647174032
833	0.4644233399
834	0.4641562133
835	0.463795641
836	0.4634374243
837	0.4631462828
838	0.4628200611
839	0.4626007207
840	0.4622039509
841	0.4620441261
842	0.461703956
843	0.4613753353
844	0.4610445256
845	0.4608706081
846	0.460427293
847	0.4600835519
848	0.4598141347
849	0.459449775
850	0.4591212176
851	0.458798524
852	0.4584307121
853	0.458209505
854	0.4579665296
855	0.4574354386
856	0.4570917474
857	0.4568574767
858	0.4565226727
859	0.4561546934
860	0.4558108457
861	0.4553662101
862	0.4551694772
863	0.4547806243
864	0.4542401736
865	0.454092995
866	0.4536811762
867	0.4534015427
868	0.4529937871
869	0.4527870308
870	0.452512907
871	0.4519576374
872	0.4516604188
873	0.4514403922
874	0.4511959337
875	0.4508919836
876	0.4506801168
877	0.450354337
878	0.4501845297
879	0.4499300651
880	0.4495076882
881	0.4491756707
882	0.4489447199
883	0.4486557206
884	0.448365964
885	0.4481350124
886	0.4478543684
887	0.4474643955
888	0.4470476408
889	0.446842418
890	0.4464824899
891	0.4460112968
892	0.4455925901
893	0.4450877167
894	0.4448067453
895	0.4445316852
896	0.4442892914
897	0.4437479285
898	0.4436161202
899	0.4433695594
900	0.4430680964
901	0.4426364948
902	0.4423293325
903	0.4421541207
904	0.4416523996
905	0.441363967
906	0.4410169695
907	0.4408670717
908	0.4402885464
909	0.4400481096
910	0.4398417004
911	0.4395324193
912	0.4392019309
913	0.4390072653
914	0.4386678556
915	0.4384458462
916	0.4382342534
917	0.4379961245
918	0.4376291882
919	0.4373308593
920	0.4371002438
921	0.4367034579
922	0.4362511157
923	0.4359753034
924	0.4357277044
925	0.4353933508
926	0.4352369458
927	0.4348699037
928	0.4346820588
929	0.4344786689
930	0.4341646958
931	0.4339519145
932	0.4336072876
933	0.4332312354
934	0.4329956223
935	0.4326537893
936	0.4322023969
937	0.4319794139
938	0.4318951468
939	0.4316415849
940	0.431322875
941	0.4310086523
942	0.4307094901
943	0.4304501772
944	0.4302144158
945	0.4300361817
946	0.4297277357
947	0.4294671367
948	0.4291894473
949	0.4288742488
950	0.4286257094
951	0.4284243417
952	0.4280157284
953	0.4278374454
954	0.4276843595
955	0.4273437506
956	0.4272292114
957	0.4269468906
958	0.4264924271
959	0.4261599002
960	0.4258747525
961	0.425661479
962	0.4252861827
963	0.4250168787
964	0.4248045276
965	0.4244260934
966	0.4242528896
967	0.4238573567
968	0.4234647233
969	0.4232345765
970	0.4230833396
971	0.4228494816
972	0.4226181099
973	0.4222390014
974	0.4218967827
975	0.421747797
976	0.4215406537
977	0.4213309207
978	0.4210877423
979	0.4207580106
980	0.4205337845
981	0.4202397733
982	0.4199920419
983	0.4197377034
984	0.4193774337
985	0.4188737962
986	0.4187694809
987	0.4185577979
988	0.41831049
989	0.4181898677
990	0.4179829317
991	0.4177948635
992	0.4174959582
993	0.4172160197
994	0.4168557851
995	0.4166075826
996	0.4162785875
997	0.4161567466
998	0.4156973225
999	0.415421909
1000	0.4151858292
1001	0.414953857
1002	0.4146406577
1003	0.4143132499
1004	0.4140422882
1005	0.4136474254
1006	0.4135518192
1007	0.413479994
1008	0.4133183488
1009	0.413193775
1010	0.4128119371
1011	0.4125473761
1012	0.4121283888
1013	0.4118473001
1014	0.4116992901
1015	0.4114317678
1016	0.4109962519
1017	0.4107802057
1018	0.4104417267
1019	0.4101397093
1020	0.4097624479
1021	0.4093789663
1022	0.4090275653
1023	0.4089172233
1024	0.4086087035
1025	0.4082625431
1026	0.4079879346
1027	0.4076095694
1028	0.4072840108
1029	0.4069499861
1030	0.4067651998
1031	0.4064650376
1032	0.4062662418
1033	0.4060145759
1034	0.4056839141
1035	0.4054483628
1036	0.4051747473
1037	0.4049928488
1038	0.4045704005
1039	0.4043566904
1040	0.4041585959
1041	0.4039422711
1042	0.4037843709
1043	0.4036344587
1044	0.4034486026
1045	0.4031448761
1046	0.4028814728
1047	0.4026384989
1048	0.402475114
1049	0.4023317591
1050	0.4019105459
1051	0.4017648548
1052	0.4014197277
1053	0.4011468433
1054	0.400817842
1055	0.4005356792
1056	0.4004004561
1057	0.4002201721
1058	0.4000736179
1059	0.3997177483
1060	0.3995689865
1061	0.3992926548
1062	0.3991155345
1063	0.3988249586
1064	0.3986685397
1065	0.3983875696
1066	0.3981268668
1067	0.397942184
1068	0.3974652162
1069	0.3972332354
1070	0.3969871251
1071	0.3966033647
1072	0.3962769823
1073	0.396086841
1074	0.3958599591
1075	0.3956836996
1076	0.3955982936
1077	0.3952772995
1078	0.3947001626
1079	0.3943729027
1080	0.3941773726
1081	0.3938874727
1082	0.3936519535
1083	0.3935799357
1084	0.3932969176
1085	0.3931210973
1086	0.3927928906
1087	0.392582052
1088	0.3922752703
1089	0.392114254
1090	0.3919524894
1091	0.3917473625
1092	0.3915456917
1093	0.3912301923
1094	0.3908103518
1095	0.3906187112
1096	0.3903665798
1097	0.3902551921
1098	0.389969302
1099	0.3896737724
1100	0.3895696992
1101	0.389374416
1102	0.3889586646
1103	0.3887204828
1104	0.3883255954
1105	0.3881810282
1106	0.3879668849
1107	0.3876296692
1108	0.3875520653
1109	0.3873650353
1110	0.3871850515
1111	0.3869565119
1112	0.3866169454
1113	0.3864014405
1114	0.3862901628
1115	0.3859620606
1116	0.3857514168
1117	0.3856103136
1118	0.3852266642
1119	0.3850699503
1120	0.3848817428
1121	0.3847193389
1122	0.384596477
1123	0.3844087559
1124	0.3841945436
1125	0.383825777
1126	0.3836778736
1127	0.3835190403
1128	0.383250852
1129	0.3830630768
1130	0.3828700831
1131	0.3825654914
1132	0.3823665872
1133	0.3822437141
1134	0.3819100648
1135	0.381673742
1136	0.3814008933
1137	0.3811726097
1138	0.3809904089
1139	0.3808783946
1140	0.3806117748
1141	0.3803205977
1142	0.3801314144
1143	0.3800369399
1144	0.3797773429
1145	0.3795198087
1146	0.379383026
1147	0.3790865198
1148	0.3789196793
1149	0.3786459334
1150	0.3784122274
1151	0.3781034378
1152	0.3778132129
1153	0.3776080542
1154	0.3772310213
1155	0.3769857844
1156	0.3767381386
1157	0.3763842098
1158	0.3762848169
1159	0.3760934422
1160	0.3758951593
1161	0.3757423974
1162	0.3753642311
1163	0.3752174633
1164	0.3749408126
1165	0.374635648
1166	0.3744921986
1167	0.374315383
1168	0.3740340317
1169	0.3738770158
1170	0.3736405595
1171	0.3734982165
1172	0.3733510798
1173	0.3732192229
1174	0.3729355193
1175	0.3728120449
1176	0.3726228333
1177	0.3724937146
1178	0.3721783094
1179	0.3720242608
1180	0.371870519
1181	0.3716714516
1182	0.3713969337
1183	0.3712229254
1184	0.3709477451
1185	0.3707907157
1186	0.3706156348
1187	0.3704637903
1188	0.3702861428
1189	0.3700705866
1190	0.3696691467
1191	0.3694858238
1192	0.369255188
1193	0.3690412074
1194	0.3688408123
1195	0.3686374187
1196	0.368455888
1197	0.3683118694
1198	0.3680687269
1199	0.3679467988
1200	0.367840781
1201	0.367561445
1202	0.3674161485
1203	0.3671392283
1204	0.3670001545
1205	0.3666763942
1206	0.3664702621
1207	0.366243426
1208	0.3661053978
1209	0.3659907343
1210	0.3656773151
1211	0.3655285985
1212	0.365204289
1213	0.3649682678
1214	0.3647947791
1215	0.3646121731
1216	0.364412771
1217	0.3642582247
1218	0.3640751227
1219	0.3639696488
1220	0.3638417016
1221	0.3636661273
1222	0.3634682112
1223	0.3632487567
1224	0.3631186159
1225	0.3629075793
1226	0.3626096006
1227	0.3624738372
1228	0.3622701117
1229	0.3620822843
1230	0.3619035505
1231	0.3616951968
1232	0.3616040258
1233	0.3614065844
1234	0.3612544164
1235	0.3611281923
1236	0.3609066852
1237	0.360684333
1238	0.3605468777
1239	0.3603426421
1240	0.3601636235
1241	0.3600507105
1242	0.3598885361
1243	0.3597289953
1244	0.3595854685
1245	0.359434439
1246	0.3591920939
1247	0.3589779362
1248	0.3586894023
1249	0.3585643004
1250	0.3583278623
1251	0.3581331436
1252	0.3579999475
1253	0.3578658384
1254	0.357705788
1255	0.3575309663
1256	0.357339914
1257	0.3570997702
1258	0.356851042
1259	0.3565144411
1260	0.3563854041
1261	0.3561967704
1262	0.3559169804
1263	0.3557050017
1264	0.3555343278
1265	0.3552472303
1266	0.3551799443
1267	0.3550023343
1268	0.3548347516
1269	0.3544941725
1270	0.3543444167
1271	0.3541988655
1272	0.3539548165
1273	0.3538355323
1274	0.3537696762
1275	0.3534413815
1276	0.3532746899
1277	0.3530920085
1278	0.3529508098
1279	0.3527969319
1280	0.3524958634
1281	0.3523165931
1282	0.3521296665
1283	0.3519696096
1284	0.3517691207
1285	0.3515222506
1286	0.3512989405
1287	0.3511198366
1288	0.3509763332
1289	0.3507289732
1290	0.3505146045
1291	0.3503296865
1292	0.3501538262
1293	0.3498777313
1294	0.3497446892
1295	0.3494672315
1296	0.3492118789
1297	0.3490750886
1298	0.3488671809
1299	0.348717651
1300	0.3485644564
1301	0.3483174965
1302	0.3480936576
1303	0.3479715712
1304	0.3478162421
1305	0.3474876627
1306	0.3472846224
1307	0.3471363039
1308	0.3469876979
1309	0.3468350546
1310	0.346616974
1311	0.3463418856
1312	0.3462396205
1313	0.3460499654
1314	0.3459642772
1315	0.34580114
1316	0.345614056
1317	0.3452966469
1318	0.3451230802
1319	0.3448309734
1320	0.3447408527
1321	0.3445373608
1322	0.3443763407
1323	0.3442441532
1324	0.3441488051
1325	0.3439788164
1326	0.3437587408
1327	0.3435233676
1328	0.3432855162
1329	0.3431218819
1330	0.342929972
1331	0.3427436063
1332	0.3425680198
1333	0.3424519972
1334	0.3421735242
1335	0.3419427501
1336	0.3418146198
1337	0.3415845051
1338	0.3413425405
1339	0.3412025419
1340	0.3410200367
1341	0.3409021908
1342	0.3408506228
1343	0.340591233
1344	0.3403507676
1345	0.3401141283
1346	0.3399691575
1347	0.3397378107
1348	0.3395896385
1349	0.3394822703
1350	0.3391831376
1351	0.3390542231
1352	0.3389687055
1353	0.3388066887
1354	0.3386484408
1355	0.3385466523
1356	0.3384324204
1357	0.3382837891
1358	0.3381074889
1359	0.3379004495
1360	0.3377131039
1361	0.3374254206
1362	0.3372400238
1363	0.3370012139
1364	0.3368944176
1365	0.3367026591
1366	0.3364713624
1367	0.3361863253
1368	0.3360572456
1369	0.3359390072
1370	0.3357604681
1371	0.3356584928
1372	0.3355600353
1373	0.3354610646
1374	0.3353498526
1375	0.3352636747
1376	0.3351020113
1377	0.3349497023
1378	0.3348464501
1379	0.3346264385
1380	0.3344974607
1381	0.3343224106
1382	0.3341432783
1383	0.3340424929
1384	0.3338848458
1385	0.3336668341
1386	0.3335326225
1387	0.3333132519
1388	0.3331068275
1389	0.3330254389
1390	0.3328937276
1391	0.3327482699
1392	0.3325611846
1393	0.3323256244
1394	0.3321526831
1395	0.332071227
1396	0.3319882604
1397	0.3318338107
1398	0.3317231505
1399	0.3315646021
1400	0.3313459136
1401	0.3310774546
1402	0.3309050873
1403	0.3306198867
1404	0.3305529466
1405	0.3303927399
1406	0.3301506542
1407	0.3298664908
1408	0.3296228445
1409	0.3294846927
1410	0.3293940746
1411	0.3292356205
1412	0.3291167161
1413	0.3289362704
1414	0.3288446535
1415	0.3285417274
1416	0.3284392856
1417	0.3282652189
1418	0.3281416711
1419	0.3280175127
1420	0.3278363669
1421	0.3277023464
1422	0.3275616198
1423	0.3274492441
1424	0.3273152228
1425	0.3271278424
1426	0.3269121735
1427	0.3266980395
1428	0.3264401053
1429	0.3262792454
1430	0.3260655596
1431	0.325837193
1432	0.3257380799
1433	0.3254898395
1434	0.3252943809
1435	0.3250574683
1436	0.3247933016
1437	0.3245738907
1438	0.3244211855
1439	0.324287043
1440	0.3240728047
1441	0.3239744549
1442	0.3238862644
1443	0.3236915044
1444	0.3236167653
1445	0.3232925957
1446	0.3231562013
1447	0.3229603062
1448	0.3228518436
1449	0.3226852967
1450	0.3225385771
1451	0.3224477444
1452	0.3222391383
1453	0.3221461864
1454	0.3219882896
1455	0.3218421639
1456	0.3217174415
1457	0.3216356086
1458	0.3215183591
1459	0.3213194374
1460	0.3211471302
1461	0.3209346558
1462	0.3207693757
1463	0.3206508824
1464	0.320332839
1465	0.3201310614
1466	0.3199493273
1467	0.3198385538
1468	0.3197559561
1469	0.3196891827
1470	0.3195270343
1471	0.3193297762
1472	0.3191738285
1473	0.3190438517
1474	0.3189372426
1475	0.3188111427
1476	0.3186349479
1477	0.3185266408
1478	0.3183495041
1479	0.3182393467
1480	0.3181572125
1481	0.3179064673
1482	0.3177406479
1483	0.3175820265
1484	0.3174271546
1485	0.3173425103
1486	0.3172597899
1487	0.3171496682
1488	0.3170123838
1489	0.3168713919
1490	0.3167680198
1491	0.3166285923
1492	0.3164692631
1493	0.3162764322
1494	0.3161808542
1495	0.3159869253
1496	0.3158661342
1497	0.3157207545
1498	0.3155850516
1499	0.3153948036
1500	0.315265607
1501	0.315073917
1502	0.3149051921
1503	0.3147093885
1504	0.3145623433
1505	0.3143332457
